키워드,빈도수
초석,19
널리,19
바깥,19
곤란,19
감안,18
성찰,18
성실히,18
부리다,18
완료,18
후유증,18
원동력,18
선의,18
전북,18
태어나다,18
아무래도,18
언론사,18
3국,18
연수,18
특혜,18
저지르다,18
광양,18
사무실,18
처벌,18
재미,18
핀란드,18
권위,18
엑스포,18
인센티브,18
지난주,18
더디다,18
인내,18
국면,18
공통,18
고위,18
시대정신,18
매달리다,18
시범,18
대덕,18
결심,18
상봉,18
잠재,18
직무,18
눈앞,18
그룹,18
접하다,18
부산항,18
평양,18
노하우,18
명령,18
부응,18
가급적,18
양해,18
급여,18
수당,18
울산,18
유기,18
어찌,18
막상,18
쾌거,18
홍보,18
하도,18
평택,18
금방,18
윤리,18
다수,18
유보,18
유례,18
폐지,18
합격,18
서신,18
반응,18
뒤처지다,18
고국,18
회의소,18
부작용,18
여왕,18
바이오,18
부인,18
물리치다,18
수산업,17
고구려,17
진짜,17
카타르,17
동행,17
충북,17
지성,17
강경,17
특검,17
체력,17
청사진,17
주간,17
군비,17
업체,17
그리하다,17
균등,17
인천국제공항,17
권고,17
설계,17
복무,17
다각,17
착수,17
슬기,17
과감히,17
낙후,17
상하다,17
옥신각신,17
탄핵,17
조류,17
학술,17
총체,17
감명,17
특화,17
풍토,17
전몰,17
이미지,17
아테네,17
병영,17
김영삼,17
무너뜨리다,17
노태우,17
증거,17
자라나다,17
올라서다,17
대변,17
단일,17
고시,17
공세,17
밤낮없이,17
민주당,17
통신망,17
기술부,17
교육열,17
급속,17
비약,17
건축,17
국교,17
현지,17
조만간,17
초래,17
지니다,17
빛나다,17
지역구,17
별개,17
자유주의,17
패권,17
혼신,17
지나가다,17
가끔,17
깨지다,17
교회,17
법회,17
지사,17
축소,16
교역량,16
소통,16
철폐,16
반목,16
공작,16
달러,16
해운,16
어깨,16
선발,16
농산물,16
개국,16
사우디,16
형식,16
노벨,16
갈라지다,16
숭고하다,16
해치다,16
비엔날레,16
축전,16
못지않다,16
당선자,16
반면,16
병원,16
감축,16
원로,16
무장,16
부도,16
사학,16
입학,16
조율,16
유수,16
끝내,16
처우,16
감면,16
빈부,16
씨앗,16
마음대로,16
명절,16
무기,16
적절하다,16
순수,16
또다시,16
위주,16
진통,16
대사,16
앞지르다,16
출마,16
발행,16
이만큼,16
대상국,16
만약,16
개설,16
노동조합,16
남다르다,16
소수,16
실정,16
계약,16
셋째,16
아로요,16
참배,16
금액,16
따라서다,16
이러다,16
신중,16
성립,16
한글,16
감격,16
점진,16
디딤돌,16
간섭,16
완수,16
틀리다,16
단순히,16
뉴스,16
아쉬움,16
국채,16
한인,16
자존,16
통치,16
주권자,16
채용,16
교과서,16
새삼,16
공고히,16
호남,16
유라시아,16
대가,16
실무,16
설비,16
경기도,16
박해,16
한민족,15
서울대학교,15
보존,15
개장,15
전개,15
조속하다,15
압둘라,15
중학교,15
아파트,15
납득,15
평준,15
사단,15
시너지,15
사안,15
선언문,15
조절,15
기대다,15
부지,15
밑천,15
깎아내리다,15
속히,15
수도권,15
대체,15
채널,15
찾아내다,15
북녘,15
유용,15
중도,15
골고루,15
희생자,15
내신,15
서남,15
보험료,15
중시,15
서열,15
들이다,15
주자,15
